Order_Number,Order_Date,Line_Item_Number,Quantity_Ordered,Price_Each,Sales,Status,Product_Category,Has_MSRP,Product_Code,Deal_Size,Customer_Name,Customer_ID,Customer_Status
10212,2019-01-16,4,124.0,308.98,25801.42,Shipped,Fresh Produce Vegetables,1,S24_3432,Medium,COSTCO,82052,Active
10279,2019-08-09,6,155.0,308.98,32079.38,Shipped,Fresh Produce Vegetables,1,S24_3432,Medium,COSTCO,82052,Active
10311,2019-10-16,7,132.0,308.98,27458.91,Shipped,Fresh Produce Vegetables,1,S24_3432,Medium,COSTCO,82052,Active
10380,2020-02-16,11,145.0,308.98,30005.59,Shipped,Fresh Produce Vegetables,1,S24_3432,Medium,COSTCO,82052,Active
10262,2019-06-24,16,140.0,318.65,27963.16,Shipped,Fresh Produce Fruits,1,S24_3816,Medium,COSTCO,82052,Active
10350,2019-12-02,10,104.0,318.65,20794.48,Shipped,Fresh Produce Fruits,1,S24_3816,Small,COSTCO,82052,Active
10203,2018-12-02,3,168.0,272.35,30057.3,Shipped,Fresh Produce Vegetables,1,S24_3856,Medium,COSTCO,82052,Active
10212,2019-01-16,13,162.0,272.35,29077.5,Shipped,Fresh Produce Vegetables,1,S24_3856,Medium,COSTCO,82052,Active
10355,2019-12-07,8,115.0,272.35,20590.01,Shipped,Fresh Produce Vegetables,1,S24_3856,Medium,COSTCO,82052,Active
10378,2020-02-10,3,124.0,272.35,22273.02,Shipped,Fresh Produce Vegetables,1,S24_3856,Small,COSTCO,82052,Active
10262,2019-06-24,8,142.0,247.51,20808.25,Shipped,Beef,1,S24_3949,Small,COSTCO,82052,Active
10386,2020-03-01,12,152.0,247.51,22296.42,Shipped,Beef,1,S24_3949,Medium,COSTCO,82052,Active
10380,2020-02-16,12,121.0,244.29,14518.09,Shipped,Fresh Produce Fruits,1,S24_3969,Medium,COSTCO,82052,Active
10104,2018-01-31,5,144.0,324.29,30650.91,Shipped,Fresh Produce Vegetables,1,S24_4048,Small,COSTCO,82052,Active
10246,2019-05-05,1,156.0,324.29,33341.68,Shipped,Fresh Produce Vegetables,1,S24_4048,Medium,COSTCO,82052,Active
10383,2020-02-22,4,105.0,324.29,22289.35,Shipped,Fresh Produce Vegetables,1,S24_4048,Small,COSTCO,82052,Active
10394,2020-03-15,7,150.0,324.29,32001.49,Shipped,Fresh Produce Vegetables,1,S24_4048,Medium,COSTCO,82052,Active
10412,2020-05-03,1,135.0,324.29,28717.71,Shipped,Fresh Produce Vegetables,1,S24_4048,Medium,COSTCO,82052,Active
10244,2019-04-29,4,153.0,306.58,28711.67,Shipped,Fresh Produce Fruits,1,S24_4258,Medium,COSTCO,82052,Active
10358,2019-12-10,6,157.0,306.58,29495.61,Shipped,Fresh Produce Fruits,1,S24_4258,Medium,COSTCO,82052,Active
10133,2018-06-27,4,156.0,267.62,28872.88,Shipped,Beef,1,S24_4278,Medium,COSTCO,82052,Active
10386,2020-03-01,8,156.0,267.62,28710.98,Shipped,Beef,1,S24_4278,Medium,COSTCO,82052,Active
10355,2019-12-07,9,118.0,287.79,24336.83,Shipped,Fresh Produce Vegetables,1,S24_4620,Small,COSTCO,82052,Active
10378,2020-02-10,2,124.0,287.79,25543.62,Shipped,Fresh Produce Vegetables,1,S24_4620,Medium,COSTCO,82052,Active
10358,2019-12-10,1,148.0,281.17,26799.89,Shipped,Pork,1,S32_1268,Medium,COSTCO,82052,Active
10133,2018-06-27,1,144.0,267.17,26218.46,Shipped,Poultry,1,S32_1374,Small,COSTCO,82052,Active
10190,2018-11-19,1,147.0,221.58,20323.64,Shipped,Poultry,1,S32_2206,Small,COSTCO,82052,Active
10355,2019-12-07,10,125.0,221.58,17331.74,Shipped,Poultry,1,S32_2206,Small,COSTCO,82052,Active
10378,2020-02-10,1,139.0,221.58,19196.1,Shipped,Poultry,1,S32_2206,Medium,COSTCO,82052,Active
10104,2018-01-31,11,127.0,246.02,21583.74,Shipped,Pork,1,S32_2509,Small,COSTCO,82052,Active
10246,2019-05-05,7,160.0,246.02,27060.71,Shipped,Pork,1,S32_2509,Small,COSTCO,82052,Active
10383,2020-02-22,5,130.0,246.02,22020.05,Shipped,Pork,1,S32_2509,Small,COSTCO,82052,Active
10394,2020-03-15,3,126.0,246.02,21353.86,Shipped,Pork,1,S32_2509,Small,COSTCO,82052,Active
10412,2020-05-03,7,129.0,246.02,21762.71,Shipped,Pork,1,S32_2509,Small,COSTCO,82052,Active
10104,2018-01-31,4,136.0,272.35,24233.38,Shipped,Bread,1,S32_3207,Medium,COSTCO,82052,Active
10350,2019-12-02,14,147.0,272.35,26214.46,Shipped,Bread,1,S32_3207,Medium,COSTCO,82052,Active
10383,2020-02-22,8,163.0,272.35,28927.95,Shipped,Bread,1,S32_3207,Small,COSTCO,82052,Active
10394,2020-03-15,4,123.0,272.35,21903.89,Shipped,Bread,1,S32_3207,Small,COSTCO,82052,Active
10358,2019-12-10,2,126.0,246.59,19563.82,Shipped,Pork,1,S32_3522,Medium,COSTCO,82052,Active
10424,2020-05-31,2,145.0,246.59,22501.85,Shipped,Pork,1,S32_3522,Small,COSTCO,82052,Active
10133,2018-06-27,6,129.0,287.44,24579.81,Shipped,Fresh Produce Fruits,1,S32_4289,Small,COSTCO,82052,Active
10262,2019-06-24,2,119.0,287.44,22637.62,Shipped,Fresh Produce Fruits,1,S32_4289,Medium,COSTCO,82052,Active
10190,2018-11-19,4,160.0,312.01,31361.02,Shipped,Poultry,1,S32_4485,Medium,COSTCO,82052,Active
10355,2019-12-07,5,119.0,312.01,23395.67,Shipped,Poultry,1,S32_4485,Medium,COSTCO,82052,Active
10133,2018-06-27,7,110.0,264.34,17469.02,Shipped,Fresh Produce Fruits,1,S50_1341,Small,COSTCO,82052,Active
10156,2018-10-08,1,141.0,264.34,22283.25,Shipped,Fresh Produce Fruits,1,S50_1341,Small,COSTCO,82052,Active
10262,2019-06-24,3,128.0,264.34,20349.27,Shipped,Fresh Produce Fruits,1,S50_1341,Small,COSTCO,82052,Active
10104,2018-01-31,7,145.0,339.7,31345.21,Shipped,Pork,1,S50_1392,Medium,COSTCO,82052,Active
10246,2019-05-05,3,116.0,339.7,25038.22,Shipped,Pork,1,S50_1392,Small,COSTCO,82052,Active
10350,2019-12-02,8,148.0,339.7,32040.91,Shipped,Pork,1,S50_1392,Small,COSTCO,82052,Active
10383,2020-02-22,13,125.0,339.7,27014.57,Shipped,Pork,1,S50_1392,Medium,COSTCO,82052,Active
10412,2020-05-03,3,143.0,339.7,30849.45,Shipped,Pork,1,S50_1392,Medium,COSTCO,82052,Active
10104,2018-01-31,2,116.0,270.34,17244.15,Shipped,Bread,1,S50_1514,Small,COSTCO,82052,Active
10153,2018-09-28,13,148.0,270.34,21939.34,Shipped,Bread,1,S50_1514,Small,COSTCO,82052,Active
10350,2019-12-02,17,135.0,270.34,20060.13,Shipped,Bread,1,S50_1514,Medium,COSTCO,82052,Active
10383,2020-02-22,10,150.0,270.34,22216.79,Shipped,Bread,1,S50_1514,Small,COSTCO,82052,Active
10190,2018-11-19,2,162.0,274.14,28570.95,Shipped,Poultry,1,S50_4713,Small,COSTCO,82052,Active
10153,2018-09-28,1,159.0,247.13,23403.8,Shipped,Dairy,1,S700_1138,Small,COSTCO,82052,Active
10153,2018-09-28,1,149.0,247.13,21842.1,Shipped,Dairy,1,S700_1138,Small,COSTCO,82052,Active
10350,2019-12-02,11,159.0,247.13,23369.89,Shipped,Dairy,1,S700_1138,Medium,COSTCO,82052,Active
10133,2018-06-27,8,133.0,332.89,28206.79,Shipped,Beef,1,S700_1691,Small,COSTCO,82052,Active
10156,2018-10-08,2,153.0,332.89,32400.61,Shipped,Beef,1,S700_1691,Medium,COSTCO,82052,Active
10262,2019-06-24,4,148.0,332.89,31223.87,Shipped,Beef,1,S700_1691,Medium,COSTCO,82052,Active
10128,2018-06-06,3,113.0,272.84,22201.77,Shipped,Dairy,1,S700_1938,Medium,COSTCO,82052,Active
10153,2018-09-28,8,136.0,272.84,26769.33,Shipped,Dairy,1,S700_1938,Small,COSTCO,82052,Active
10350,2019-12-02,4,136.0,272.84,26779.81,Shipped,Dairy,1,S700_1938,Small,COSTCO,82052,Active
10262,2019-06-24,13,147.0,261.46,25396.39,Shipped,Dairy,1,S700_2047,Medium,COSTCO,82052,Active
10386,2020-03-01,13,112.0,261.46,19340.65,Shipped,Dairy,1,S700_2047,Small,COSTCO,82052,Active
10262,2019-06-24,6,109.0,266.05,20490.86,Shipped,Beef,1,S700_2466,Small,COSTCO,82052,Active
10386,2020-03-01,14,145.0,266.05,27170.25,Shipped,Beef,1,S700_2466,Medium,COSTCO,82052,Active
10350,2019-12-02,12,146.0,251.11,24276.89,Shipped,Dairy,1,S700_2610,Small,COSTCO,82052,Active
10386,2020-03-01,10,133.0,251.11,22083.54,Shipped,Dairy,1,S700_2610,Medium,COSTCO,82052,Active
10358,2019-12-10,3,145.0,315.53,30899.97,Shipped,Fresh Produce Vegetables,1,S700_2824,Medium,COSTCO,82052,Active
10424,2020-05-31,1,152.0,315.53,32584.49,Shipped,Fresh Produce Vegetables,1,S700_2824,Medium,COSTCO,82052,Active
10133,2018-06-27,2,128.0,302.14,24646.57,Shipped,Beef,1,S700_2834,Small,COSTCO,82052,Active
10262,2019-06-24,5,151.0,292.04,27812.43,Shipped,Beef,1,S700_3167,Small,COSTCO,82052,Active
10386,2020-03-01,17,141.0,292.04,25875.63,Shipped,Beef,1,S700_3167,Medium,COSTCO,82052,Active
10153,2018-09-28,2,127.0,262.69,22863.57,Shipped,Dairy,1,S700_3505,Medium,COSTCO,82052,Active
10350,2019-12-02,13,120.0,262.69,21602.93,Shipped,Dairy,1,S700_3505,Small,COSTCO,82052,Active
10386,2020-03-01,2,137.0,262.69,24635.7,Shipped,Dairy,1,S700_3505,Medium,COSTCO,82052,Active
10153,2018-09-28,3,131.0,292.05,27229.19,Shipped,Dairy,1,S700_3962,Small,COSTCO,82052,Active
10350,2019-12-02,16,107.0,292.05,22289.92,Shipped,Dairy,1,S700_3962,Small,COSTCO,82052,Active
10386,2020-03-01,3,107.0,292.05,22265.86,Shipped,Dairy,1,S700_3962,Small,COSTCO,82052,Active
10262,2019-06-24,7,120.0,272.64,22081.14,Shipped,Beef,1,S700_4002,Small,COSTCO,82052,Active
10386,2020-03-01,15,159.0,272.64,29201.5,Shipped,Beef,1,S700_4002,Medium,COSTCO,82052,Active
10262,2019-06-24,12,142.0,278.68,23104.13,Shipped,Beef,1,S72_1253,Small,COSTCO,82052,Active
10386,2020-03-01,16,168.0,278.68,27321.59,Shipped,Beef,1,S72_1253,Medium,COSTCO,82052,Active
10153,2018-09-28,4,125.0,240.65,17706.63,Shipped,Dairy,1,S72_3212,Medium,COSTCO,82052,Active
10350,2019-12-02,15,101.0,240.65,14345.47,Shipped,Dairy,1,S72_3212,Small,COSTCO,82052,Active
10386,2020-03-01,4,127.0,240.65,17946.49,Shipped,Dairy,1,S72_3212,Medium,COSTCO,82052,Active
10112,2018-03-24,1,118.0,339.82,25604.61,Shipped,Fresh Produce Vegetables,1,S10_1949,Large,WALMART,38396,Active
10163,2018-10-20,1,128.0,339.82,27883.05,Shipped,Fresh Produce Vegetables,1,S10_1949,Medium,WALMART,38396,Active
10210,2019-01-12,2,107.0,286.12,19635.96,Shipped,Poultry,1,S10_2016,Medium,WALMART,38396,Active
10210,2019-01-12,1,119.0,311.0,24238.15,Shipped,Poultry,1,S10_4698,Medium,WALMART,38396,Active
10178,2018-11-08,12,113.0,310.79,24047.51,Shipped,Fresh Produce Vegetables,1,S10_4757,Medium,WALMART,38396,Active
10337,2019-11-21,8,110.0,310.79,23548.89,Shipped,Fresh Produce Vegetables,1,S10_4757,Small,WALMART,38396,Active
10334,2019-11-19,2,123.0,325.02,25478.12,Shipped,Fresh Produce Vegetables,1,S10_4962,Medium,WALMART,38396,Active
10320,2019-11-03,3,112.0,278.43,21587.11,Shipped,Fresh Produce Vegetables,1,S12_1099,Medium,WALMART,38396,Active
10320,2019-11-03,1,119.0,289.54,23112.03,Shipped,Fresh Produce Vegetables,1,S12_3380,Medium,WALMART,38396,Active
10320,2019-11-03,4,137.0,263.16,24882.56,Shipped,Fresh Produce Vegetables,1,S12_3990,Small,WALMART,38396,Active
10115,2018-04-04,5,166.0,319.05,34299.4,Shipped,Pork,1,S12_4473,Medium,WALMART,38396,Active
10136,2018-07-04,2,127.0,293.15,22927.68,Shipped,Fresh Produce Vegetables,1,S18_1129,Medium,WALMART,38396,Active
10240,2019-04-13,3,134.0,293.15,24155.35,Shipped,Fresh Produce Vegetables,1,S18_1129,Medium,WALMART,38396,Active
10131,2018-06-16,4,104.0,315.59,19815.37,Shipped,Beef,1,S18_1662,Small,WALMART,38396,Active
10178,2018-11-08,4,160.0,315.59,30508.81,Shipped,Beef,1,S18_1662,Medium,WALMART,38396,Active
10210,2019-01-12,17,144.0,315.59,27505.16,Shipped,Beef,1,S18_1662,Medium,WALMART,38396,Active
10136,2018-07-04,1,137.0,322.51,28721.39,Shipped,Fresh Produce Vegetables,1,S18_1984,Medium,WALMART,38396,Active
10240,2019-04-13,2,155.0,322.51,32541.71,Shipped,Fresh Produce Vegetables,1,S18_1984,Medium,WALMART,38396,Active
10115,2018-04-04,4,126.0,319.87,26493.61,Shipped,Fresh Produce Vegetables,1,S18_2238,Large,WALMART,38396,Active
10334,2019-11-19,6,128.0,297.16,25313.41,Shipped,Pork,1,S18_2319,Medium,WALMART,38396,Active
10334,2019-11-19,1,140.0,297.2,25547.23,Shipped,Pork,1,S18_2432,Small,WALMART,38396,Active
10210,2019-01-12,7,156.0,289.57,27186.84,Shipped,Beef,1,S18_2581,Medium,WALMART,38396,Active
10353,2019-12-04,1,148.0,289.57,25925.63,Shipped,Beef,1,S18_2581,Medium,WALMART,38396,Active
10210,2019-01-12,3,137.0,259.06,21403.03,Shipped,Poultry,1,S18_2625,Small,WALMART,38396,Active
10112,2018-03-24,2,108.0,313.89,20830.7,Shipped,Fresh Produce Fruits,1,S18_2949,Small,WALMART,38396,Active
10163,2018-10-20,2,129.0,313.89,24839.14,Shipped,Fresh Produce Fruits,1,S18_2949,Medium,WALMART,38396,Active
10163,2018-10-20,4,170.0,239.96,26645.48,Shipped,Fresh Produce Fruits,1,S18_2957,Medium,WALMART,38396,Active
10178,2018-11-08,10,143.0,253.18,24461.34,Shipped,Dairy,1,S18_3029,Medium,WALMART,38396,Active
10163,2018-10-20,3,162.0,273.79,27298.09,Shipped,Fresh Produce Fruits,1,S18_3136,Medium,WALMART,38396,Active
10136,2018-07-04,3,117.0,326.89,23639.92,Shipped,Fresh Produce Vegetables,1,S18_3232,Large,WALMART,38396,Active
10334,2019-11-19,3,121.0,326.89,24515.65,Shipped,Fresh Produce Vegetables,1,S18_3232,Small,WALMART,38396,Active
10326,2019-11-09,6,116.0,280.04,19867.88,Shipped,Bread,1,S18_3259,Medium,WALMART,38396,Active
10163,2018-10-20,6,125.0,294.48,25709.15,Shipped,Fresh Produce Fruits,1,S18_3320,Medium,WALMART,38396,Active
10320,2019-11-03,5,140.0,293.09,29156.72,Shipped,Fresh Produce Vegetables,1,S18_3482,Medium,WALMART,38396,Active
10240,2019-04-13,1,139.0,272.35,24991.91,Shipped,Fresh Produce Vegetables,1,S18_3685,Medium,WALMART,38396,Active
10146,2018-09-03,2,138.0,292.59,25721.87,Shipped,Poultry,1,S18_3782,Medium,WALMART,38396,Active
10178,2018-11-08,9,158.0,301.53,30374.4,Shipped,Fresh Produce Fruits,1,S18_3856,Medium,WALMART,38396,Active
10337,2019-11-21,3,140.0,266.33,24524.78,Shipped,Fresh Produce Vegetables,1,S18_4027,Medium,WALMART,38396,Active
10326,2019-11-09,5,147.0,258.06,25736.98,Shipped,Fresh Produce Fruits,1,S18_4522,Medium,WALMART,38396,Active
10337,2019-11-21,2,104.0,258.06,18334.61,Shipped,Fresh Produce Fruits,1,S18_4522,Medium,WALMART,38396,Active
10334,2019-11-19,4,145.0,999999.0,32142.27,Shipped,Pork,1,S18_4600,Medium,WALMART,38396,Active
10146,2018-09-03,1,132.0,311.11,25538.03,Shipped,Fresh Produce Vegetables,1,S18_4721,Medium,WALMART,38396,Active
10115,2018-04-04,2,169.0,256.3,23408.54,Shipped,Fresh Produce Vegetables,1,S24_1444,Medium,WALMART,38396,Active
10210,2019-01-12,9,108.0,254.16,17940.18,Shipped,Beef,1,S24_1785,Small,WALMART,38396,Active
10353,2019-12-04,2,113.0,254.16,18642.18,Shipped,Beef,1,S24_1785,Small,WALMART,38396,Active
10210,2019-01-12,4,146.0,318.9,29307.18,Shipped,Poultry,1,S24_2000,Small,WALMART,38396,Active
10326,2019-11-09,4,162.0,339.28,35732.54,Shipped,Dairy,1,S24_2011,Medium,WALMART,38396,Active
10337,2019-11-21,4,116.0,339.28,25502.01,Shipped,Dairy,1,S24_2011,Small,WALMART,38396,Active
10334,2019-11-19,5,125.0,332.57,26659.97,Shipped,Pork,1,S24_2300,Medium,WALMART,38396,Active
10131,2018-06-16,5,121.0,243.64,19798.23,Shipped,Beef,1,S24_2841,Small,WALMART,38396,Active
10178,2018-11-08,5,121.0,243.64,19682.37,Shipped,Beef,1,S24_2841,Small,WALMART,38396,Active
10326,2019-11-09,3,148.0,299.08,29766.4,Shipped,Fresh Produce Fruits,1,S24_3151,Medium,WALMART,38396,Active
10320,2019-11-03,2,141.0,244.47,19974.81,Shipped,Fresh Produce Vegetables,1,S24_3371,Small,WALMART,38396,Active
10131,2018-06-16,6,112.0,261.2,18898.43,Shipped,Fresh Produce Fruits,1,S24_3420,Small,WALMART,38396,Active
10178,2018-11-08,6,133.0,261.2,22312.82,Shipped,Fresh Produce Fruits,1,S24_3420,Small,WALMART,38396,Active
10178,2018-11-08,11,115.0,318.65,23020.85,Shipped,Fresh Produce Fruits,1,S24_3816,Small,WALMART,38396,Active
10326,2019-11-09,2,134.0,318.65,26691.27,Shipped,Fresh Produce Fruits,1,S24_3816,Small,WALMART,38396,Active
10131,2018-06-16,3,137.0,247.51,20105.71,Shipped,Beef,1,S24_3949,Medium,WALMART,38396,Active
10178,2018-11-08,3,144.0,247.51,21135.93,Shipped,Beef,1,S24_3949,Small,WALMART,38396,Active
10210,2019-01-12,16,111.0,247.51,16236.12,Shipped,Beef,1,S24_3949,Small,WALMART,38396,Active
10115,2018-04-04,1,166.0,324.29,35344.78,Shipped,Fresh Produce Vegetables,1,S24_4048,Medium,WALMART,38396,Active
10163,2018-10-20,5,125.0,306.58,23484.7,Shipped,Fresh Produce Fruits,1,S24_4258,Medium,WALMART,38396,Active
10210,2019-01-12,8,148.0,267.62,27245.77,Shipped,Beef,1,S24_4278,Small,WALMART,38396,Active
10353,2019-12-04,3,153.0,267.62,28137.41,Shipped,Beef,1,S24_4278,Medium,WALMART,38396,Active
10210,2019-01-12,5,140.0,267.17,25436.87,Shipped,Poultry,1,S32_1374,Medium,WALMART,38396,Active
10353,2019-12-04,5,166.0,267.17,30194.67,Shipped,Poultry,1,S32_1374,Medium,WALMART,38396,Active
10210,2019-01-12,10,115.0,287.44,21859.56,Shipped,Fresh Produce Fruits,1,S32_4289,Small,WALMART,38396,Active
10353,2019-12-04,7,139.0,287.44,26478.77,Shipped,Fresh Produce Fruits,1,S32_4289,Small,WALMART,38396,Active
10210,2019-01-12,11,145.0,264.34,23014.51,Shipped,Fresh Produce Fruits,1,S50_1341,Small,WALMART,38396,Active
10353,2019-12-04,8,152.0,264.34,24023.56,Shipped,Fresh Produce Fruits,1,S50_1341,Medium,WALMART,38396,Active
10115,2018-04-04,3,117.0,339.7,25227.07,Shipped,Pork,1,S50_1392,Small,WALMART,38396,Active
10337,2019-11-21,6,139.0,270.34,20630.67,Shipped,Bread,1,S50_1514,Small,WALMART,38396,Active
10326,2019-11-09,1,148.0,247.13,21705.29,Shipped,Dairy,1,S700_1138,Small,WALMART,38396,Active
10210,2019-01-12,12,126.0,332.89,26763.93,Shipped,Beef,1,S700_1691,Small,WALMART,38396,Active
10353,2019-12-04,9,158.0,332.89,33421.46,Shipped,Beef,1,S700_1691,Medium,WALMART,38396,Active
10337,2019-11-21,9,154.0,272.84,30283.71,Shipped,Dairy,1,S700_1938,Small,WALMART,38396,Active
10397,2020-03-28,5,148.0,272.84,29169.44,Shipped,Dairy,1,S700_1938,Small,WALMART,38396,Active
10131,2018-06-16,8,134.0,261.46,23197.77,Shipped,Dairy,1,S700_2047,Small,WALMART,38396,Active
10178,2018-11-08,8,124.0,261.46,21406.23,Shipped,Dairy,1,S700_2047,Medium,WALMART,38396,Active
10131,2018-06-16,1,129.0,266.05,24205.28,Shipped,Beef,1,S700_2466,Medium,WALMART,38396,Active
10178,2018-11-08,1,123.0,266.05,22989.33,Shipped,Beef,1,S700_2466,Small,WALMART,38396,Active
10210,2019-01-12,14,147.0,266.05,27548.33,Shipped,Beef,1,S700_2466,Small,WALMART,38396,Active
10397,2020-03-28,4,118.0,251.11,19639.96,Shipped,Dairy,1,S700_2610,Small,WALMART,38396,Active
10210,2019-01-12,6,110.0,302.14,21131.54,Shipped,Beef,1,S700_2834,Small,WALMART,38396,Active
10353,2019-12-04,4,150.0,302.14,28986.19,Shipped,Beef,1,S700_2834,Medium,WALMART,38396,Active
10210,2019-01-12,13,135.0,292.04,24748.3,Shipped,Beef,1,S700_3167,Small,WALMART,38396,Active
10353,2019-12-04,6,142.0,292.04,26102.74,Shipped,Beef,1,S700_3167,Medium,WALMART,38396,Active
10337,2019-11-21,1,135.0,262.69,24185.7,Shipped,Dairy,1,S700_3505,Small,WALMART,38396,Active
10397,2020-03-28,3,133.0,262.69,23824.36,Shipped,Dairy,1,S700_3505,Medium,WALMART,38396,Active
10337,2019-11-21,7,129.0,292.05,26837.35,Shipped,Dairy,1,S700_3962,Small,WALMART,38396,Active
10397,2020-03-28,2,130.0,292.05,27047.22,Shipped,Dairy,1,S700_3962,Medium,WALMART,38396,Active
10131,2018-06-16,2,120.0,272.64,22042.28,Shipped,Beef,1,S700_4002,Small,WALMART,38396,Active
10178,2018-11-08,2,165.0,272.64,30247.22,Shipped,Beef,1,S700_4002,Medium,WALMART,38396,Active
10210,2019-01-12,15,132.0,272.64,24198.86,Shipped,Beef,1,S700_4002,Small,WALMART,38396,Active
10131,2018-06-16,7,99.0,278.68,16118.44,Shipped,Beef,1,S72_1253,Small,WALMART,38396,Active
10178,2018-11-08,7,161.0,278.68,26302.57,Shipped,Beef,1,S72_1253,Small,WALMART,38396,Active
10337,2019-11-21,5,126.0,240.65,17826.25,Shipped,Dairy,1,S72_3212,Medium,WALMART,38396,Active
10397,2020-03-28,1,130.0,240.65,18466.77,Shipped,Dairy,1,S72_3212,Small,WALMART,38396,Active
10150,2018-09-19,8,130.0,339.82,28242.27,Shipped,Fresh Produce Vegetables,1,S10_1949,Large,COSTCO,34221,Active
10150,2018-09-19,1,119.0,325.02,24747.79,Shipped,Fresh Produce Vegetables,1,S10_4962,Medium,COSTCO,34221,Active
10117,2018-04-16,9,111.0,305.44,20549.33,Shipped,Fresh Produce Vegetables,1,S12_1108,Medium,COSTCO,34221,Active
10165,2018-10-22,3,143.0,305.44,26611.66,Shipped,Fresh Produce Vegetables,1,S12_1108,Large,COSTCO,34221,Active
10150,2018-09-19,5,143.0,318.79,31722.02,Shipped,Pork,1,S12_1666,Medium,COSTCO,34221,Active
10117,2018-04-16,10,138.0,273.59,25029.96,Shipped,Fresh Produce Vegetables,1,S12_3148,Medium,COSTCO,34221,Active
10165,2018-10-22,4,130.0,273.59,23520.6,Shipped,Fresh Produce Vegetables,1,S12_3148,Medium,COSTCO,34221,Active
10117,2018-04-16,8,143.0,314.47,30159.92,Shipped,Fresh Produce Vegetables,1,S12_3891,Medium,COSTCO,34221,Active
10165,2018-10-22,2,,,,Shipped,,1,,Medium,COSTCO,34221,Active
10165,2018-10-22,12,141.0,319.05,29216.6,Shipped,Pork,1,S12_4473,Medium,COSTCO,34221,Active
10277,2019-08-04,1,127.0,296.21,25578.99,Shipped,Fresh Produce Vegetables,1,S12_4675,Medium,COSTCO,34221,Active
10150,2018-09-19,7,119.0,307.19,24798.13,Shipped,Pork,1,S18_1097,Medium,COSTCO,34221,Active
10165,2018-10-22,11,149.0,319.87,31341.44,Shipped,Fresh Produce Vegetables,1,S18_2238,Medium,COSTCO,34221,Active
10165,2018-10-22,15,165.0,297.16,32715.62,Shipped,Pork,1,S18_2319,Medium,COSTCO,34221,Active
10165,2018-10-22,18,107.0,297.2,19440.97,Shipped,Pork,1,S18_2432,Small,COSTCO,34221,Active
10150,2018-09-19,9,150.0,313.89,28912.08,Shipped,Fresh Produce Fruits,1,S18_2949,Medium,COSTCO,34221,Active
10150,2018-09-19,11,105.0,239.96,16510.15,Shipped,Fresh Produce Fruits,1,S18_2957,Small,COSTCO,34221,Active
10150,2018-09-19,10,121.0,273.79,20439.91,Shipped,Fresh Produce Fruits,1,S18_3136,Small,COSTCO,34221,Active
10117,2018-04-16,5,111.0,307.56,20803.45,Shipped,Fresh Produce Fruits,1,S18_3140,Medium,COSTCO,34221,Active
10165,2018-10-22,16,157.0,326.89,31784.23,Shipped,Fresh Produce Vegetables,1,S18_3232,Large,COSTCO,34221,Active
10117,2018-04-16,7,119.0,280.04,20310.16,Shipped,Bread,1,S18_3259,Small,COSTCO,34221,Active
10165,2018-10-22,1,128.0,280.04,21854.52,Shipped,Bread,1,S18_3259,Medium,COSTCO,34221,Active
10117,2018-04-16,12,122.0,266.33,21422.3,Shipped,Fresh Produce Vegetables,1,S18_4027,Small,COSTCO,34221,Active
10165,2018-10-22,6,112.0,266.33,19694.35,Shipped,Fresh Produce Vegetables,1,S18_4027,Medium,COSTCO,34221,Active
10117,2018-04-16,4,131.0,258.06,23054.45,Shipped,Fresh Produce Fruits,1,S18_4522,Small,COSTCO,34221,Active
10150,2018-09-19,2,132.0,344.53,29337.69,Shipped,Pork,1,S18_4600,Medium,COSTCO,34221,Active
10150,2018-09-19,6,130.0,230.13,18128.13,Shipped,Fresh Produce Fruits,1,S18_4668,Small,COSTCO,34221,Active
10165,2018-10-22,9,128.0,256.3,17697.19,Shipped,Fresh Produce Vegetables,1,S24_1444,Small,COSTCO,34221,Active
10117,2018-04-16,3,119.0,339.28,26277.69,Shipped,Dairy,1,S24_2011,Medium,COSTCO,34221,Active
10165,2018-10-22,17,137.0,332.57,29323.35,Shipped,Pork,1,S24_2300,Medium,COSTCO,34221,Active
10165,2018-10-22,13,115.0,230.74,16734.4,Shipped,Fresh Produce Vegetables,1,S24_2840,Small,COSTCO,34221,Active
10165,2018-10-22,8,111.0,324.29,23640.06,Shipped,Fresh Produce Vegetables,1,S24_4048,Small,COSTCO,34221,Active
10387,2020-03-02,1,124.0,267.17,22672.92,Shipped,Poultry,1,S32_1374,Medium,COSTCO,34221,Active
10165,2018-10-22,14,141.0,246.02,23842.68,Shipped,Pork,1,S32_2509,Small,COSTCO,34221,Active
10165,2018-10-22,7,132.0,272.35,23497.88,Shipped,Bread,1,S32_3207,Small,COSTCO,34221,Active
10150,2018-09-19,4,132.0,246.59,20466.47,Shipped,Pork,1,S32_3522,Small,COSTCO,34221,Active
10165,2018-10-22,10,129.0,339.7,28008.6,Shipped,Pork,1,S50_1392,Medium,COSTCO,34221,Active
10117,2018-04-16,11,99.0,270.34,14676.04,Shipped,Bread,1,S50_1514,Small,COSTCO,34221,Active
10165,2018-10-22,5,119.0,270.34,17592.52,Shipped,Bread,1,S50_1514,Small,COSTCO,34221,Active
10117,2018-04-16,6,124.0,272.84,24464.42,Shipped,Dairy,1,S700_1938,Medium,COSTCO,34221,Active
10150,2018-09-19,3,97.0,315.53,20797.66,Shipped,Fresh Produce Vegetables,1,S700_2824,Small,COSTCO,34221,Active
